"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Busted seal...smells amazing!","I've tried the challenger tea tree shampoo and co dictionary and it's amazing so I'm sure this is also going to be great. Reviews are good so I will post an update on hair retention....product smells amazing though when it arrived the seals were busted and product had leaked out. Very unfortunate because it isnt exactly an inexpensive product.","5","2020-02-06 00:00:00 UTC","direct","ok","SPNYRD79","support+anonymous@judge.me","1467766800457","challenger-hair-keep-shampoo-and-conditioner-combo","","","","","","review-e85ef784-f628-41d8-a44d-255b228783e4"
"An improvement on similar products","I have tried a few products like this, others really don't get very sudsy, Keeps is very thin for me and I have always had to add more to get it all going. This stuff is thicker and with a quarter size blob you get quite a lot of coverage and suds for short men's hair. I haven't lost a lot of hair but people in my family can go either way so I might as well use it as my shampoo. I see people comment on dryness, that is a common thing with these hair support shampoos, you have to use a conditioner with it or it does make my my hair dry. I like the scent, it's not too strong. I would go with this one first, it's better in these ways, Keeps is just too thin and you end up using more of it.","5","2023-02-26 00:00:00 UTC","direct","ok","Morgan B. Parker","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-09fa94d4-a517-4806-af90-ba2c198a99be"
"Ingredients backed up by science.","Using this product for hair loss. Overall, a good regimen so far. I began using these because of the unique ingredients in each bottle. Haven't found other thinning hair regimens quite like this. The overall ingredients are backed up by science (DHT blockers, cleansers and thickness promoters). I've had several hair transplants and next to using nothing at all, feel this should be used if not strictly for the ingredients. Been using for almost a year. Will keep you posted with developments.","5","2020-12-06 00:00:00 UTC","direct","ok","MITCHELL FRED DIETRICH","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-cb386e91-e563-496f-ac65-a99f6d0d46fb"
"Good hair quality and big bottle","I know for a fact that products with Capixyl work...I've just gotten lazy with them. The shampoo has been great the first week. Definitely leave it in as long as you can before rinsing. I already see a difference in hair quality. I am looking forward to future results. The bottle is large (long) and seems like it will last more than a month which is a plus. I would also ask if Challenger can make a hair gel with capixyl kind of like Rekze (which I am about to try).","5","2021-01-26 00:00:00 UTC","direct","ok","Gdubb","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-8572d03b-b605-49d0-8d7e-23a008bc9b13"
"Works well","Works well. Cleans with out drying hair and scalp. You only need a small amount (about the size of a quarter) and let it sit for a few moments. It feels invigorating on your scalp.","5","2020-05-10 00:00:00 UTC","direct","ok","bunny reads","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-4b945e05-71dd-4e8f-902d-efea82a4dcbb"
"new trying shampoo","My lady wanted to try this product highly recommended to avoid more losing hair... will see after while results and let people know.... thanks","5","2019-06-06 00:00:00 UTC","direct","ok","Alfredo Silva","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-29babc74-e137-4ada-93fb-a5b70a7a408e"
"seems to work","I'm halfway through the bottle and I noticed I don't shed hair as much as I used to... down to probably 25% or less.","5","2019-11-14 00:00:00 UTC","direct","ok","amarc","support+anonymous@judge.me","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","","","review-3ae3526d-7e3c-4ac6-b6cc-83688f29663e"
"this stuff is the best","hair products have always caused acne on my forehead ... until finding this. It goes on easily, provides a medium firm hold, washes off easily, and is an all around winner. Just buy some. I searched all over for this and couldn't be more pleased","5","2020-04-13 00:00:00 UTC","direct","ok","Stephen M. Fredrick","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-703e2e78-dfdf-4ef1-b99f-efd6773ffefc"
"Subtle scent & great hold","One of the few products with a subtle scent but still slightly noticeable. I'm sensitive to smell so this is as good as it gets. Very firm hold, I am a male with thick East Asian hair and my hair is even on the thicker for my ethic group and this product is great for locking it in place.","4","2019-05-04 00:00:00 UTC","direct","ok","JWS","support+anonymous@judge.me","11798609749","challenger-strong-3-oz","","","","","","review-6a232361-fe78-4441-8eb6-443de82e2a14"
"Best hair product I've ever used! No acne or pimples!","I've tried a bunch of hair products and all of them gave me pimples on my forehead, or either they weren't holding my hair strong enough. This has a decent hold, it doesn't smell and it doesn't shine so it looks completely natural. Definitely the best hair product I used. I'll use this for life.","5","2022-08-23 00:00:00 UTC","direct","ok","Uri","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-bebc6a96-cbb8-4bba-88f4-753872bbddef"
"BEST STYLING CREAM EVER","My favorite styling cream. I've used a lot of other hair styling products in the past and I always wound up with lots of acne because of the greasy pomades. I love this product because it is so easy to wash out and it doesn't clog my pores. Also it looks great styling my hair and I can get the perfect wavy texture. Love that it is non-scented & I would recommend this to absolutely everyone.","5","2021-09-10 00:00:00 UTC","direct","ok","Kal","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-b4b628d8-86e0-402e-83d9-603ee1b3d7f1"
"Impressive hold and shine","I was afraid to use when I first opened the container, because the pomade looked dense and black. No worries. Scoop out a tiny bit and you will see that it is clear. Light “rain” smell. Like other Reviewers have said, just the right amount of hold and shine. That hold and shine stayed in, even after 8 hours and running my fingers through my hair. Not sticky. A big step up from those other common “juvenile” pomades.","5","2019-06-01 00:00:00 UTC","direct","ok","JON R.","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-cebe22c5-c8ef-4d09-9e6e-0ad9c9323edf"
"Yup!","This pomade literally does everything it promises to do and there are still dimwits scoring this pomade lower than it deserves. I've tried over 150 pomades (sadly), and this is in the top 5.","5","2021-05-15 00:00:00 UTC","direct","ok","Chim Richalds","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-acef085d-84f1-4b1f-8408-9bec35489cd4"
"Good quality for good price","i love how it is scent-free, alcohol-free, and sits in your hair nice","5","2022-02-03 00:00:00 UTC","direct","ok","Omar Hakooz","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-d3a0a329-6db9-4bb3-99cb-5e1b58575b4f"
"Terrific!","No odor at all. Works great! Rinses out easily! Lasts a long time!","5","2020-04-10 00:00:00 UTC","direct","ok","Will B.","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-40995439-3e25-4854-bcdd-8ae6cd8c486e"
"Low Fragrance with great hold and shine","I don’t typically leave reviews but this pomade is great. I either use a small amount to get rid of bedhead or use a medium amount for my regular style. Great shine (perfect level of shine for me) and hold perfect for my short hair. I initially bought this pomade for its mild fragrance but I’ve become a fan of it all together. The fragrance is barely there to begin with and dissipates quickly.","5","2021-03-23 00:00:00 UTC","direct","ok","Vincent","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-83354ed4-081b-46f5-9e64-867328355db0"
"Holds hair adds a shine","Great product. I tried all the expensive name brand products but this one is the best. I’ve got grey coarse hair. This holds the hair down yet not sticky and also makes the hair look not so dry. Not oily nor sticky. Looks natural. One can lasts several months for me.","5","2019-04-23 00:00:00 UTC","direct","ok","R. H. Mehta","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-e9b69114-c265-4dc2-b366-224b29e084be"
"after using it for a week I was more than pleased. 3 of those days I was wearing a ...","My boy Bryan at urban styles used this product on me after a cut and after a day wearing it I was intrigued, after using it for a week I was more than pleased. 3 of those days I was wearing a Simpson helmet and my hair stayed every well!","5","2018-05-01 00:00:00 UTC","direct","ok","C.snow","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-9c463790-ddf0-4b6b-b2fa-06676459758d"
"This is what I was looking for!","This is what I was looking for. The medium hold and medium shine works for me. It holds as I want and I can reshape later in the day. The pomade is of a ticker substance if you're accustomed to hair gel. Apply thoroughly in your hair, style it and get awesome results!","5","2019-04-24 00:00:00 UTC","direct","ok","Manuel Alejandro Crespo Rodríguez","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-eb6f28b9-e8bd-4005-a541-31e5926fe9e1"
"EST POMADE I EVER HAD","PROS
Stick for a 11+ hour day
Little goes a long way
Doesnt leave white flakes when i put on a hat
Smells good
Cons
doesnt hold up with light water very well.","5","2019-05-27 00:00:00 UTC","direct","ok","Jpaopu","support+anonymous@judge.me","11798596757","challenger-shine-3-oz","","","","","","review-a3ef0a85-c0bd-4411-8e41-c9c7b8170d51"
